Data,Nume (optional),Clasa,Categorie,Observatie,Sursa
2026-09-10,,,Propunere,"Firma de catering sa aduca vrac si portiile sa fie repartizate in sala de mese; poate fi si solutie hibrida",Sedinta 10 sept
